district,neighbourhood,address,direction,area,floor,room,price,unit,link,describe
开发区,城润万家,金马路,南,58.15,高层(共32层),1室1厅1卫,45,7738元/㎡,https://dl.58.com/ershoufang/36142600829241x.shtml,城润万家.一室小户型.拎包即住.有钥匙随时看房
高新园,名仕乐居,凌源街,南北,82,中层(共7层),2室2厅1卫,185,22560元/㎡,https://dl.58.com/ershoufang/36142570395017x.shtml,买房3000到5000名仕乐居好楼层精装南北双语
沙河口,春柳河小区,西南路,西南,108.76,低层(共7层),2室2厅1卫,135,12412元/㎡,https://dl.58.com/ershoufang/36142431924417x.shtml,春柳河小区，精装修，得房率超高。地脚好，交通购物
金州,414小区,"胜利路,近东升街",南,50,共5层,2室1厅1卫,43.5,8700元/㎡,https://dl.58.com/ershoufang/36142548835729x.shtml,超温馨的房子来了暖心舒服温暖的家
高新园,万科新里城,旅顺南路,南北,80,中层(共26层),2室2厅1卫,88,11000元/㎡,https://dl.58.com/ershoufang/36142506569654x.shtml,高新万科品质精装户型好南北通透近地铁樱花园.首付
金州,自然天城,五一路393号,东南,89.04,高层(共28层),2室1厅1卫,70,7861元/㎡,https://dl.58.com/ershoufang/36120338504896x.shtml,自然天城.南客厅.两室一厅.带阳台.精装修.可做
旅顺,天邦新港壹号,顺达路2-20号,南北,82.51,高层(共18层),2室2厅1卫,50,6059元/㎡,https://dl.58.com/ershoufang/36082944778131x.shtml,新港一号轻轨首站交通便利出小区门口滨港市场
旅顺,中庚香海金鼎(六期),夏月路,南,66.00,中层(共18层),2室2厅1卫,31,4696元/㎡,https://dl.58.com/ershoufang/36099701365442x.shtml,大连学.区房.香海连天中庚通天然气，两室一厅，适
高新园,玉龙湾,顺龙路38号,南,72,中层(共27层),2室1厅1卫,61,8472元/㎡,https://dl.58.com/ershoufang/36142329437204x.shtml,亿达玉龙湾.首付13万.直接认购60到88平送阳
甘井子,华锦铭苑,丰收路,南北,92,高层(共15层),2室2厅1卫,128,13913元/㎡,https://dl.58.com/ershoufang/35863267085510x.shtml,华锦铭苑唯美品格芙蓉人家.80中.学.地.铁房南
高新园,中海紫御观邸,科海街17-1号,南北,134,低层(共32层),3室2厅2卫,308,22985元/㎡,https://dl.58.com/ershoufang/36142290862646x.shtml,精装三室，中海紫御观邸，封闭小区，南北通透，采光
沙河口,兰园街小区(兰园西街13-29号(单号)),兰园西街13-29号(单号),南,60,中层(共7层),2室1厅1卫,74.8,12466元/㎡,https://dl.58.com/ershoufang/36142273908029x.shtml,马栏广场新玛特后身兰园北街近马栏小学.精装.南向
沙河口,宏良小区,红旗东路,南北,64.5,中层(共7层),2室1厅1卫,79.8,12372元/㎡,https://dl.58.com/ershoufang/36096497361683x.shtml,新上.马栏广场.宏良小区.无坡.地.铁.房.近商
甘井子,国民院子,张前路,南北,117.39,共4层,3室2厅2卫,258,21978元/㎡,https://dl.58.com/ershoufang/36142258556941x.shtml,赠送全部家具家电.乐购商圈.国民院子.精装三室
开发区,湾里东小区,"湾里中路,近湾富街",南北,68,低层(共18层),2室1厅1卫,53,7794元/㎡,https://dl.58.com/ershoufang/36142233585343x.shtml,出售湾里东两室一厅南北通透简单装修湾里xiaox
沙河口,星海街小区,星海街55-56号,南北,45,中层(共6层),2室1厅1卫,68,15111元/㎡,https://dl.58.com/ershoufang/36142204777785x.shtml,星海湾和平广场.星海广场准动迁区域.南北通透.无
开发区,远洋假日养生庄园,光谷路,南北,95.92,共5层,3室2厅1卫,95,9904元/㎡,https://dl.58.com/ershoufang/36075785006601x.shtml,远洋假日养生庄园.三室两厅.豪华装修.急售.价可
中山,湖畔小区,朝阳街,南北,83.00,中层(共26层),2室2厅1卫,180,21686元/㎡,https://dl.58.com/ershoufang/36142219271183x.shtml,中山区39中风景小学湖畔小区二室一厅南北向电梯8
旅顺,迎春街小区,迎春街269号,南,38.4,共5层,1室1厅1卫,27,7031元/㎡,https://dl.58.com/ershoufang/36142213148426x.shtml,旅顺迎春街精装小户型重.点.学.区.房先到先得
甘井子,新华绿洲,西南路,南北,92,低层(共18层),2室2厅1卫,175,19021元/㎡,https://dl.58.com/ershoufang/36140800669374x.shtml,买房3000新增大纺80中精装两室单价低通厅户型
甘井子,林语家话,促进路284号,南,56.89,高层(共18层),1室1厅1卫,139,24433元/㎡,https://dl.58.com/ershoufang/36142123013309x.shtml,亿达林语家话，小户型，双八十，总房款低.楼下就是
甘井子,颐和六号,"营城西路,近营泰路",南,45.7,低层(共9层),4室2厅2卫,32,7002元/㎡,https://dl.58.com/ershoufang/36142113267135x.shtml,营城子颐和LOFT买.一层送一层实得90平低首付
开发区,境界,滨海公路,南北,93,高层(共30层),2室1厅1卫,133,14301元/㎡,https://dl.58.com/ershoufang/36141472256443x.shtml,红星海三期境界.出售两室.无遮挡.海景房
中山,良运花园,丹东街55号,南北,150,低层(共6层),4室1厅1卫,248,16533元/㎡,https://dl.58.com/ershoufang/36142016507188x.shtml,三八.良运花园.4室.南北通透.多层.1.66万
旅顺,世茂寰海城一期,五一路,南北,127,共4层,3室2厅2卫,132,10393元/㎡,https://dl.58.com/ershoufang/36107629159738x.shtml,世茂国风龙院.世茂九月别墅节.132万特价.送车
西岗,34中果林巷,果林巷1号,西南,36,高层(共7层),1室1厅1卫,98,27222元/㎡,https://dl.58.com/ershoufang/36142499637061x.shtml,34中.三十四中学纪念街果林巷果园巷保健街小区水
沙河口,昌平小区,"昌平街,近昌黎街",东西,60.00,低层(共7层),2室2厅1卫,89,14833元/㎡,https://dl.58.com/ershoufang/36149603955091x.shtml,西安路商圈麦凯乐后身送100平露台.地脚好黄.金
甘井子,福佳新城,振兴路,南北,87,中层(共24层),2室2厅1卫,80,9195元/㎡,https://dl.58.com/ershoufang/36115962089092x.shtml,新房.福佳新城.南北通透户型好.温馨港湾.价格便
开发区,绿洲半岛三期,振鹏南路,南北,104.18,低层(共11层),3室1厅1卫,98,9406元/㎡,https://dl.58.com/ershoufang/36149590307338x.shtml,绿洲半岛三期.三室.精装修.南北通透.随时看房
金州,万科城,五一路354号,南北,77.13,低层(共34层),2室1厅1卫,79,10242元/㎡,https://dl.58.com/ershoufang/36149430916226x.shtml,万科城.现房72平.79万.拎包入住.单价便宜
甘井子,晴湾,辛水路,南北,143,高层(共24层),3室1厅2卫,257,17972元/㎡,https://dl.58.com/ershoufang/36149591508882x.shtml,机场新区辛寨子科技城亿达春田晴湾双學区近地鉄豪华
甘井子,宏都熙景,华东路,南北,107.2,低层(共11层),3室2厅1卫,197.5,18423元/㎡,https://dl.58.com/ershoufang/36149587993286x.shtml,抵债华南宏都熙景三室小高层同比售楼处特价房源便宜
中山,三八广场小区(学士街4号),学士街40号,南北,65,高层(共7层),2室1厅1卫,119,18307元/㎡,https://dl.58.com/ershoufang/35840296513847x.shtml,三八广场，三八小学，39中，近二七广场
西岗,长春花园,长春路,南北,93.00,低层(共7层),2室2厅1卫,165,17741元/㎡,https://dl.58.com/ershoufang/36149240633141x.shtml,长春花园五一广场长江路
中山,中南路小区,中南路276号,西南,43.70,高层(共6层),1室1厅1卫,56,12814元/㎡,https://dl.58.com/ershoufang/36143749813648x.shtml,中南路转山小区.小户型精装修.采光好没坡房款可议
开发区,海富经典,鹏达街,南北,91.04,中层(共28层),2室2厅1卫,98,10764元/㎡,https://dl.58.com/ershoufang/36149387130176x.shtml,海富经典两室着急出售随时看房中间楼层两室一厅精装
甘井子,中华城,岚岭路,南北,90,中层(共18层),2室2厅1卫,130,14444元/㎡,https://dl.58.com/ershoufang/35998535994380x.shtml,不限购.华南商圈.中华城.地.铁房.体育新城，重
沙河口,集贤街小区(集贤南二街34-36号),集贤南二街34-36号,南北,68,中层(共6层),2室1厅1卫,106,15588元/㎡,https://dl.58.com/ershoufang/36149579830665x.shtml,新增好房集贤街.五四路.太原街.采光好.两室.地
沙河口,刘家桥小区,新生路79号,南北,52.76,低层(共6层),2室1厅1卫,63.5,12035元/㎡,https://dl.58.com/ershoufang/36149579361475x.shtml,刘家桥小区.南北通透.地热.二楼精装修.看房方便
开发区,华润海中国三期,滨海中路,南,87,中层(共34层),2室1厅1卫,140,16091元/㎡,https://dl.58.com/ershoufang/35530077227977x.shtml,房主急售华润海中国三期.精装修采光好
开发区,山河滨海花园,黄海东路,南北,80.00,低层(共9层),3室2厅1卫,64,8000元/㎡,https://dl.58.com/ershoufang/36141183473798x.shtml,中港路花园.83平三室.南北通透.精美户型.得房
金州,金连福地,"友好街,近金湾路",南北,90.73,中层(共6层),2室2厅1卫,75,8266元/㎡,https://dl.58.com/ershoufang/36053996632760x.shtml,金连福地.南北通厅.两室两厅.拎包入住.框架楼
开发区,红星海岚谷,滨海公路,南北,76.32,高层(共11层),2室2厅1卫,114,14937元/㎡,https://dl.58.com/ershoufang/36149460350147x.shtml,红星海两室两厅精装顶楼.出售.价.格.低.近入口
金州,桂林小区,和平路722号,南北,68.8,高层(共6层),2室1厅1卫,52,7558元/㎡,https://dl.58.com/ershoufang/36031418351801x.shtml,桂林小区.南北向.两室一厅.框架楼.中间楼层.繁
甘井子,美域盛景,源泉路,南,68,高层(共24层),1室1厅1卫,84,12352元/㎡,https://dl.58.com/ershoufang/36149575701309x.shtml,泉水美城盛景，经典户型临近华南商圈，交通便利出行
甘井子,金家街散盘,金荣路68号,南北,49,高层(共6层),2室1厅1卫,96.8,19755元/㎡,https://dl.58.com/ershoufang/36149575301943x.shtml,金二76中.中间楼层.可正常贷款.楼龄新.二室一
旅顺,林山逸景,向阳街,南北,90.48,低层(共6层),2室2厅1卫,89,9836元/㎡,https://dl.58.com/ershoufang/36140999000706x.shtml,林山逸景.近市场车站.位置好.装修好
沙河口,至诚小区,万岁街51号,南,34,共3层,1室1厅1卫,103,30294元/㎡,https://dl.58.com/ershoufang/36149574510222x.shtml,79中双重点34平1室1厅1厨1卫2楼精装南向1
甘井子,水映西山,红旗西路,南北,88,高层(共11层),3室2厅1卫,128,14545元/㎡,https://dl.58.com/ershoufang/35764204797378x.shtml,水映西山好房急售88平3室2厅1卫9楼11顶12
开发区,心田佳苑,光谷路,南北,94.57,共5层,2室2厅1卫,56,5921元/㎡,https://dl.58.com/ershoufang/35676449201851x.shtml,单价6300起.金石滩洋房你值得拥有！！！
甘井子,亿达春田禧跃,春田路,南,55,低层(共17层),1室1厅1卫,71,12909元/㎡,https://dl.58.com/ershoufang/36149569101704x.shtml,亿达春田.耶鲁时区.55平65平96平三种户型精
沙河口,兰亭山水,五一路,南北,122.54,低层(共6层),3室2厅2卫,289,23584元/㎡,https://dl.58.com/ershoufang/36149416418051x.shtml,兰亭山水一楼带园房源诚售.星海人家.幸福e家.世
甘井子,远洋广场,山东路,南,74.8,低层(共27层),2室1厅1卫,128,17112元/㎡,https://dl.58.com/ershoufang/36039260716867x.shtml,华南商圈.新上房源.远洋广场.两室精装.房主急售
高新园,大有恬园,凌奥街,南北,90.78,低层(共7层),1室2厅1卫,158,17404元/㎡,https://dl.58.com/ershoufang/36143722581063x.shtml,理工西门大有恬园2室2厅南北2楼南北通厅精装位置
高新园,亿达国际新城,五一路,南北,90.62,低层(共11层),2室2厅1卫,215,23725元/㎡,https://dl.58.com/ershoufang/36071905698230x.shtml,软件园亿达国际新城精装修南北通透2室看房有钥
甘井子,千山心城,千山路79号,南,112.7,中层(共6层),3室2厅1卫,128,11357元/㎡,https://dl.58.com/ershoufang/36108601955397x.shtml,3楼.二期.标准三室.华南山东路千山心城.三室两
甘井子,鑫境界,南林路,北,31.20,高层(共11层),1室1厅1卫,32,10256元/㎡,https://dl.58.com/ershoufang/36127806394256x.shtml,机场.鑫境界.精装一室.近地铁.万达.不限购.房
西岗,纪念街小区,纪念街30-36号(双号),南北,39.47,中层(共6层),1室1厅1卫,113,28629元/㎡,https://dl.58.com/ershoufang/36149544552388x.shtml,买房三千.34中.纪念街.水仙小学.无坡南北.价
旅顺,第一郡,新城大街747号,南北,85.0,低层(共11层),4室2厅3卫,118,13882元/㎡,https://dl.58.com/ershoufang/36149555357237x.shtml,亿达.叠拼.实用面积160平南北通厅带花园.超大
沙河口,孙家沟小区,西南路84-110,南北,58,高层(共6层),2室2厅1卫,63,10862元/㎡,https://dl.58.com/ershoufang/36149556730558x.shtml,孙家沟.精装修.星海公园区域.空气清馨.20万首
西岗,长春花园,长春路,南北,149.84,中层(共6层),4室1厅1卫,220,14682元/㎡,https://dl.58.com/ershoufang/36149552443315x.shtml,封闭小区.中间楼层.精装修.采光好.地脚好.交通
开发区,金马杰座,"鞍山街,近金马路",南,46.38,低层(共21层),1室1厅1卫,41,8840元/㎡,https://dl.58.com/ershoufang/36149552595723x.shtml,金马杰作.一手底债房.精装修.南向.6中
旅顺,华发新城,兴发路193号,南北,119.1,低层(共30层),3室2厅2卫,86,7220元/㎡,https://dl.58.com/ershoufang/36149550339389x.shtml,华发新城小区，豪装南北通厅独立厨房，楼W位置，看
甘井子,远洋广场,山东路,南北,114.46,高层(共24层),3室2厅2卫,209,18259元/㎡,https://dl.58.com/ershoufang/36149542630969x.shtml,华南远洋广场三室两厅两卫精装修好楼层D铁口封闭小
甘井子,运达诺维溪谷,虹城路,南北,130,低层(共6层),6室3厅2卫,175,13461元/㎡,https://dl.58.com/ershoufang/36149544554181x.shtml,诺维溪谷下跃现房.独立门户.类别墅.1层送1层送
开发区,小孤山中里,振鹏南三路,南北,88,低层(共18层),2室2厅1卫,76,8636元/㎡,https://dl.58.com/ershoufang/36018919237051x.shtml,出售小孤山中里精装修两室两厅
中山,金生佳苑,葵丰路,南北,138,高层(共14层),3室2厅2卫,248,17971元/㎡,https://dl.58.com/ershoufang/36149545782027x.shtml,中阶费3到5千.葵英街石葵路封闭小区三室.精装婚
旅顺,中庚香海金鼎,夏月路87号,南北,85.0,低层(共33层),3室2厅1卫,42,4941元/㎡,https://dl.58.com/ershoufang/36149540264887x.shtml,中庚香海金鼎85平经典小三室9年一贯制中4A级旅
金州,绿洲半岛北岸,鹏达街,南北,99.58,低层(共11层),2室2厅1卫,90,9037元/㎡,https://dl.58.com/ershoufang/36149539804555x.shtml,绿洲半岛北岸.新装修2室2厅.南北通透.房主急售
甘井子,乐活源,甘南路,南北,91,低层(共11层),2室2厅1卫,125,13736元/㎡,https://dl.58.com/ershoufang/36149543118734x.shtml,华南乐活源.2室南北通透.精装修.急售房源.视野
甘井子,金二街小区,金二街2号,南,64,高层(共6层),2室2厅1卫,125,19531元/㎡,https://dl.58.com/ershoufang/36149542887743x.shtml,76中金二2室2厅1卫1厨近幼儿园近小学
开发区,圣地秋实,淮河西路,南北,86,中层(共28层),2室1厅1卫,56,6511元/㎡,https://dl.58.com/ershoufang/36018919316485x.shtml,圣.地.秋实.南北通透户型.婚房首.选.有钥
甘井子,玉树临居,金龙路,南北,99.2,低层(共11层),2室2厅1卫,135,13608元/㎡,https://dl.58.com/ershoufang/36149542850493x.shtml,玉树邻居性价比超高，99平135万看好还能谈
甘井子,今都小区,甘南路,南北,82,中层(共20层),2室2厅1卫,107,13048元/㎡,https://dl.58.com/ershoufang/36149542347712x.shtml,急售今都小区两室精装修.看房方便.提前联系
甘井子,国民院子,张前路,南北,243.29,共5层,7室2厅3卫,620,25483元/㎡,https://dl.58.com/ershoufang/36138338308293x.shtml,乐购商圈.近万达.国民院子上叠别墅.豪华装修.赠
开发区,金石明珠,光谷路,南北,71.01,共5层,2室1厅1卫,56,7886元/㎡,https://dl.58.com/ershoufang/36140806595131x.shtml,金石明珠二楼72平南北通透户型方正只要56万！位
中山,三八广场小区(和阳街41号),和阳街41号,东南,64.07,高层(共7层),2室1厅1卫,89.8,14015元/㎡,https://dl.58.com/ershoufang/36140853071686x.shtml,二七周边精装拎包入住2室2厅户型规矩赠送全部家具
沙河口,西林街小区,西林街20-26号,南北,64,中层(共7层),2室1厅1卫,79.8,12468元/㎡,https://dl.58.com/ershoufang/36140852753930x.shtml,交大附近沙区精装小两室楼下就是车站生活方便
西岗,建设街小区,建设街62-66号,东西,48,高层(共6层),2室1厅1卫,55,11458元/㎡,https://dl.58.com/ershoufang/35896293070261x.shtml,降价大菜市附近稀有小面积直接拎包入住近车站生活设
旅顺,天邦新港壹号,顺达路2-20号,南北,83,低层(共14层),2室2厅1卫,55,6626元/㎡,https://dl.58.com/ershoufang/36064093611075x.shtml,新港壹号震撼推出特价房一楼赠送大花园.室内83赠
